cantidad_leche_litros;temperatura_fermentacion;tiempo_fermentacion_horas;cantidad_cultivos_miligramos;tiempo_colado_horas;contenido_grasa_porcentaje;nivel_acidez_pH;cantidad_proteina_gramos;textura_puntuacion;sabor_puntuacion;nivel_calidad
64,11;44,4;9,41;34,79;0,72;3,4;4,47;5,65;2,79;4,0;3,52
99,12;39,09;7,62;47,79;2,55;5,39;4,47;7,32;4,33;5,1;4,42
94,97;37,73;8,81;49,28;1,06;8,58;4,12;6,91;6,89;5,08;4,91
24,09;41,19;8,57;38,24;2,36;9,45;4,15;7,07;7,43;3,44;4,75
54,79;38,32;7,08;38,08;4,3;7,64;4,14;4,43;1,4;1,65;2,62
41,62;43,29;5,1;79,19;3,7;3,42;4,41;8,49;8,84;7,64;6,04
57,52;38,26;5,31;39,3;2,95;9,53;4,22;6,16;9,87;8,09;6,0
98,57;40,41;7,81;54,48;2,62;9,73;4,46;6,46;2,47;8,27;4,6
74,21;36,26;9,61;45,06;3,4;7,0;4,3;6,26;8,0;9,16;5,82
99,87;44,24;7,06;61,04;3,14;3,64;4,04;5,52;8,47;4,58;4,73
62,03;42,75;9,87;63,48;1,06;8,23;4,3;5,85;6,54;9,91;5,62
54,57;38,36;9,61;56,04;2,06;7,62;4,32;5,25;8,21;2,47;4,33
44,78;44,08;9,44;67,93;3,83;4,53;4,12;5,25;4,96;4,98;4,09
47,86;43,81;9,72;39,59;3,58;3,51;4,03;7,14;3,19;6,45;4,37
84,25;41,95;6,57;54,36;3,57;9,17;4,34;6,58;5,11;3,78;4,27
96,6;37,01;5,47;39,28;2,89;6,92;4,26;6,34;5,91;8,88;5,36
30,78;43,59;11,62;48,22;2,74;5,73;4,46;5,46;5,97;4,83;4,33
65,23;38,52;7,17;46,32;1,97;5,64;4,15;6,66;1,73;1,06;2,97
32,65;35,06;9,56;42,72;1,76;7,06;4,09;4,45;9,3;9,25;5,7
87,56;44,14;6,54;32,53;2,6;4,89;4,09;6,05;5,62;1,82;3,75
62,59;39,73;9,81;43,65;2,34;4,57;4,19;5,76;3,03;5,96;4,02
79,05;41,9;4,81;55,98;4,45;4,96;4,31;5,31;2,92;6,58;4,06
62,48;35,39;5,47;61,46;4,06;5,44;4,28;7,98;9,7;4,73;5,59
85,51;40,1;8,69;28,04;4,06;7,89;4,42;5,65;9,6;7,21;5,63
70,62;40,66;8,68;34,81;2,65;5,79;4,39;7,98;8,22;1,72;4,68
70,39;36,1;7,97;43,95;3,74;6,16;4,38;4,76;6,12;6,93;4,67
46,73;40,13;8,59;38,21;2,47;6,97;4,49;7,39;1,34;3,12;3,47
69,47;43,97;8,33;61,08;4,58;3,76;4,12;6,74;7,59;9,78;5,86
21,42;38,25;3,98;43,62;3,27;7,57;4,29;6,04;4,8;8,58;5,03
65,14;35,05;9,99;57,8;3,92;6,85;4,23;5,72;1,42;3,55;3,26
53,17;35,3;11,16;43,93;3,35;9,29;4,41;6,3;9,56;7,45;5,83
28,51;35,18;8,97;65,9;2,14;9,14;4,08;7,08;7,2;4,27;4,85
60,19;43,45;10,71;55,48;4,08;7,58;4,48;6,92;7,62;8,51;5,73
47,28;44,45;7,85;62,56;4,41;9,37;4,09;5,48;4,35;1,69;3,45
24,5;35,15;8,72;52,68;2,44;4,51;4,18;6,03;5,39;5,53;4,46
73,52;43,01;5,43;56,49;2,41;8,26;4,21;4,74;3,4;3,37;3,45
68,16;36,25;8,6;69,44;3,18;8,03;4,4;7,34;7,21;5,63;5,18
23,9;42,61;7,75;38,29;2,92;3,01;4,15;6,17;3,87;4,02;3,84
22,91;42,88;4,1;46,49;2,55;3,91;4,42;6,01;2,57;2,33;3,24
54,73;44,51;7,13;45,17;2,61;7,75;4,47;6,28;2,57;5,95;4,08
31,23;43,47;7,93;52,97;2,33;6,36;4,2;4,71;8,44;6,77;5,09
60,75;43,58;7,63;47,53;2,77;7,94;4,04;5,99;4,63;2,69;3,77
23,1;39,66;5,64;78,48;1,94;8,64;4,48;6,64;5,49;3,9;4,34
71,16;36,59;8,27;53,15;1,19;5,44;4,0;6,29;4,01;1,98;3,5
83,01;35,07;8,73;70,36;1,58;3,39;4,48;5,0;4,16;4,72;3,81
23,3;44,25;5,96;58,0;3,13;3,75;4,41;4,32;2,21;7,81;3,92
74,55;37,76;9,44;38,33;4,28;3,19;4,45;7,9;9,15;8,14;6,07
86,19;38,69;7,64;55,94;3,65;6,92;4,1;6,13;3,13;5,11;3,97
68,93;35,93;10,31;44,62;1,14;8,13;4,41;6,01;7,82;2,62;4,43
81,06;40,91;9,18;50,6;4,08;5,33;4,28;5,88;1,74;5,86;3,8
38,4;44,88;7,95;52,33;2,01;8,72;4,13;5,47;9,62;7,55;5,67
24,7;35,18;12,54;47,42;3,22;6,13;4,33;6,97;9,22;1,37;4,63
87,71;42,16;7,51;42,53;3,55;7,47;4,48;7,28;9,45;1,43;4,75
47,86;36,85;4,96;50,49;3,98;8,04;4,22;6,36;4,48;3,65;4,04
60,88;43,29;9,73;47,26;3,11;6,18;4,14;5,13;2,64;2,45;3,14
61,55;43,02;7,5;58,7;1,37;3,37;4,16;5,73;5,18;5,41;4,3
97,47;39,34;4,13;61,49;1,83;8,69;4,23;6,44;8,76;6,23;5,45
25,97;43,15;8,15;57,02;3,19;8,04;4,46;6,95;9,76;8,77;6,22
88,44;43,69;5,0;48,83;4,25;8,99;4,47;6,84;2,88;8,64;4,82
26,44;38,66;6,4;49,59;2,24;9,86;4,43;6,17;9,61;1,19;4,57
65,09;44,95;7,16;49,01;3,54;3,64;4,18;6,83;1,35;6,53;3,99
94,43;40,88;4,67;45,12;2,77;5,04;4,05;5,56;9,09;3,19;4,62
72,76;40,29;6,55;32,72;5,04;7,48;4,48;7,04;9,48;6,31;5,68
79,74;39,4;8,07;57,18;1,46;5,84;4,06;8,27;7,24;7,3;5,63
67,88;43,07;6,88;43,36;4,16;9,74;4,18;6,22;3,31;3,21;3,72
63,97;40,79;5,88;38,75;3,99;3,62;4,3;7,83;9,6;4,19;5,4
82,72;37,15;11,98;53,16;3,77;7,49;4,47;6,8;7,89;9,01;5,86
25,51;42,06;9,49;51,7;2,73;9,03;4,31;5,65;2,73;5,82;4,02
21,95;39,47;9,02;51,5;2,89;4,84;4,36;6,64;3,03;4,98;4,01
51,18;37,59;7,55;49,91;5,23;4,14;4,26;7,37;1,32;1,34;3,08
72,51;37,2;5,94;57,51;2,41;6,61;4,07;8,93;8,6;8,18;6,23
42,02;39,0;5,41;46,43;2,4;8,41;4,36;5,69;2,01;7,64;4,22
75,34;41,68;6,43;48,71;2,91;7,01;4,42;6,2;5,22;7,3;4,86
44,76;41,29;7,05;46,61;1,82;5,87;4,07;5,92;4,71;8,63;4,92
50,57;36,91;6,16;35,8;3,89;9,39;4,12;7,09;4,31;8,09;5,05
55,38;44,81;6,43;59,55;2,82;4,07;4,32;6,58;4,46;6,64;4,61
83,23;39,36;9,9;44,85;2,59;9,68;4,09;4,73;7,58;2,34;4,08
87,76;36,09;6,04;43,35;3,97;4,77;4,23;5,63;3,02;5,4;3,89
56,75;36,26;7,73;40,65;3,87;8,94;4,31;2,86;8,49;2,94;4,03
26,97;40,85;10,14;51,0;2,69;9,74;4,42;5,28;6,2;6,61;4,79
78,18;35,07;5,03;47,87;3,54;8,4;4,04;7,64;6,41;1,81;4,29
82,25;40,52;8,77;48,47;5,3;4,77;4,32;7,42;6,37;5,72;4,99
41,3;37,32;7,37;60,25;2,55;8,26;4,31;4,7;7,19;9,04;5,35
30,22;44,88;8,37;48,85;1,83;7,12;4,4;6,16;6,08;3,29;4,23
28,15;39,53;7,79;38,17;2,04;8,92;4,24;6,56;7,12;6,38;5,18
95,49;44,16;10,14;55,2;3,02;8,98;4,04;5,78;5,36;6,03;4,56
63,17;35,46;11,47;46,52;3,75;7,81;4,48;7,3;6,79;3,77;4,69
45,28;38,87;9,43;37,07;1,97;9,38;4,44;5,24;1,05;5,73;3,56
54,03;38,85;8,06;53,82;2,21;9,84;4,43;5,09;2,16;9,37;4,49
36,16;44,58;6,43;53,43;1,57;8,26;4,39;4,48;8,2;4,23;4,53
50,63;43,17;1,7;47,45;2,87;4,2;4,12;7,06;4,66;4,24;4,24
63,24;39,74;6,1;63,09;2,6;9,93;4,48;5,02;5,05;6,6;4,5
87,33;42,26;6,22;38,96;4,8;6,42;4,5;5,05;3,28;8,19;4,39
33,83;36,05;8,06;66,59;2,64;3,86;4,2;4,74;6,95;2,47;3,89
56,07;40,07;11,05;53,04;1,34;3,46;4,34;4,38;3,41;9,65;4,55
62,12;42,99;6,5;44,64;1,69;7,96;4,32;4,69;2,4;6,11;3,8
22,22;40,61;8,13;39,09;3,86;7,33;4,44;6,11;7,86;5,7;5,05
71,05;37,86;11,09;55,47;1,45;8,81;4,48;6,17;6,87;3,73;4,49
36,15;36,28;7,88;35,5;3,39;7,47;4,47;6,7;6,29;4,64;4,64
45,63;44,36;10,34;64,35;1,81;7,46;4,33;4,6;2,17;2,08;2,91
53,94;41,37;8,02;60,92;1,45;9,31;4,45;7,2;2,85;4,93;4,15
24,07;37,43;8,88;44,26;3,89;9,7;4,1;4,88;1,7;6,74;3,82
93,15;39,01;11,55;40,13;0,57;7,67;4,49;6,51;5,5;2,8;4,08
50,07;43,71;9,15;45,86;3,91;5,53;4,07;6,89;5,67;8,84;5,34
27,2;35,09;5,15;55,81;5,03;5,88;4,2;5,83;3,72;9,45;4,9
55,89;39,55;7,04;40,28;3,18;9,74;4,49;4,55;2,65;1,9;2,98
76,17;36,3;6,77;41,33;3,22;7,86;4,39;5,54;4,9;1,4;3,51
70,91;39,74;8,68;56,08;3,41;9,31;4,38;6,08;4,67;8,85;5,09
40,14;35,68;9,6;47,64;4,16;8,06;4,31;5,21;9,05;6,66;5,34
51,32;39,43;8,2;50,12;2,67;6,77;4,07;8,61;8,56;1,63;4,85
90,28;43,29;3,04;55,15;3,93;7,53;4,12;5,24;1,18;7,02;3,8
20,38;36,34;6,12;50,03;1,18;8,7;4,45;6,5;4,07;9,11;5,08
87,04;40,48;9,84;66,23;3,29;4,28;4,1;6,52;7,56;4,34;4,73
31,58;43,53;5,85;51,62;1,5;3,32;4,45;4,68;3,81;4,25;3,58
86,21;41,58;13,21;48,67;0,11;5,28;4,11;7,19;2,04;9,16;4,75
27,8;42,19;5,49;50,54;2,43;8,32;4,12;6,38;3,93;6,38;4,47
26,89;40,7;9,88;47,44;1,42;4,32;4,04;6,57;1,47;6,74;3,99
98,32;38,2;8,67;47,39;4,01;4,69;4,07;5,91;2,71;1,36;3,04
95,67;44,3;7,29;62,58;2,55;8,31;4,43;6,66;8,33;6,13;5,36
54,5;39,88;8,64;63,92;3,43;3,7;4,09;8,02;7,29;6,85;5,46
43,49;40,57;5,38;49,36;3,24;5,24;4,22;7,19;2,37;1,14;3,23
70,21;36,4;7,24;65,52;2,15;5,55;4,18;6,49;7,69;4,86;4,9
37,2;40,8;7,38;25,91;3,07;5,26;4,0;7,7;3,75;3,47;4,03
87,1;38,52;6,24;57,85;4,07;7,01;4,2;6,45;7,17;8,62;5,57
76,17;43,91;7,21;49,42;3,93;6,7;4,02;3,76;8,05;3,21;4,08
32,26;44,65;7,53;26,75;3,24;5,84;4,29;6,2;1,23;9,07;4,41
85,06;38,37;11,33;39,76;3,04;9,54;4,22;5,79;3,43;1,13;3,24
31,12;44,53;11,15;45,76;2,34;6,23;4,02;5,4;3,86;6,97;4,31
76,92;41,08;11,04;63,59;3,57;5,88;4,32;6,19;5,56;3,57;4,18
29,29;44,57;6,67;56,34;2,53;5,5;4,3;6,98;8,41;7,76;5,74
56,01;36,18;6,54;41,14;2,76;5,67;4,28;7,33;1,82;5,3;4,0
31,21;43,09;7,24;43,69;4,23;8,09;4,27;5,13;7,57;3,5;4,4
49,68;40,74;10,6;70,56;4,2;7,7;4,25;7,24;1,12;3,67;3,55
58,34;43,59;8,9;47,35;2,53;5,98;4,22;6,11;8,18;2,71;4,5
87,16;35,79;4,9;54,72;2,74;3,95;4,39;6,29;7,31;7,6;5,3
73,8;36,96;8,99;59,57;3,42;3,76;4,01;5,13;5,16;7,93;4,66
29,44;37,73;9,95;54,81;2,91;6,86;4,11;7,09;4,53;8,62;5,15
58,96;38,71;8,49;53,36;2,98;7,96;4,31;6,42;1,92;1,29;3,08
76,57;37,36;12,22;63,37;3,37;6,91;4,19;5,85;8,9;7,44;5,55
66,03;41,76;11,15;45,35;2,95;3,89;4,34;4,85;2,6;3,22;3,2
80,34;43,54;11,18;42,58;2,19;8,32;4,45;5,27;8,95;7,48;5,48
25,0;38,82;12,46;66,77;3,73;6,6;4,01;5,6;2,22;4,22;3,48
21,53;44,74;5,98;31,54;4,39;7,85;4,18;6,09;4,76;2,06;3,72
74,53;41,46;9,01;31,72;3,19;8,79;4,31;5,58;7,72;9,33;5,7
58,2;40,22;9,26;44,93;1,19;4,38;4,45;5,95;9,89;6,63;5,55
37,14;43,94;8,73;56,81;4,02;5,79;4,49;6,09;5,3;5,99;4,55
24,51;36,91;10,04;53,38;4,92;9,67;4,42;6,32;3,44;4,64;4,05
22,13;35,08;8,53;41,03;1,34;5,37;4,4;4,8;4,56;8,42;4,64
65,93;42,78;7,55;62,4;3,5;7,16;4,41;5,58;6,0;1,89;3,82
87,88;39,11;8,4;54,46;1,94;8,94;4,5;6,55;6,79;8,93;5,59
42,5;35,1;8,92;45,32;3,87;9,71;4,3;4,86;7,92;5,38;4,83
46,88;35,49;11,07;34,87;3,43;5,75;4,23;4,41;4,98;4,3;3,84
48,13;37,73;6,34;56,59;3,66;3,56;4,49;4,7;3,95;8,59;4,48
42,89;38,85;6,94;48,68;1,78;7,74;4,06;6,0;3,1;5,26;3,98
24,69;37,14;11,29;54,03;3,1;6,53;4,37;4,99;5,28;6,6;4,49
77,71;44,64;5,06;53,79;3,33;3,03;4,2;6,73;3,45;4,61;4,0
75,29;41,75;11,89;57,61;2,65;8,46;4,39;5,77;2,59;9,99;4,82
84,66;42,25;9,59;35,34;2,56;8,08;4,39;4,1;2,9;9,46;4,44
71,2;35,12;10,12;57,77;2,97;7,81;4,26;6,23;8,15;9,41;5,91
25,24;36,05;8,08;58,91;3,15;4,39;4,42;6,76;8,66;2,22;4,59
54,48;43,0;5,44;52,19;3,43;9,17;4,45;6,95;2,06;8,9;4,74
66,0;41,68;6,21;70,02;2,57;3,31;4,46;6,39;5,12;8,87;5,11
32,82;39,19;7,5;58,72;3,47;9,29;4,19;5,09;4,54;4,57;4,0
77,5;42,47;9,11;43,36;2,71;6,04;4,43;5,87;9,39;6,46;5,44
35,23;43,12;7,35;40,21;3,76;3,35;4,13;5,64;1,56;1,02;2,68
68,9;39,26;10,94;58,99;2,39;4,53;4,37;7,36;3,12;6,16;4,4
55,16;37,41;10,12;51,66;4,11;3,64;4,1;5,38;3,9;1,91;3,27
68,93;44,19;6,91;34,73;3,76;4,9;4,43;5,83;5,71;2,91;3,96
29,37;38,62;9,19;64,83;4,29;7,2;4,19;4,49;1,43;5,52;3,41
38,41;42,92;7,93;57,52;2,93;5,7;4,12;4,01;2,61;5,49;3,5
67,0;43,57;12,01;66,39;5,07;9,09;4,17;6,26;5,09;2,23;3,87
25,65;43,03;8,48;62,92;1,7;8,35;4,35;7,17;8,59;2,38;4,78
31,2;43,3;8,21;46,59;4,47;9,93;4,49;6,12;6,28;2,37;4,11
67,01;36,13;5,79;36,7;3,18;8,1;4,4;5,85;7,84;9,89;5,86
38,52;37,01;5,62;40,74;2,25;5,3;4,37;6,13;6,17;7,73;5,1
23,35;42,59;7,73;49,31;3,55;5,91;4,37;5,63;3,63;1,57;3,27
55,39;39,22;7,46;51,16;2,47;6,01;4,46;6,28;2,94;3,53;3,64
39,24;35,54;6,45;36,19;2,27;4,8;4,41;5,02;8,83;4,27;4,7
20,56;35,8;8,52;61,2;4,14;9,16;4,34;6,41;3,59;5,87;4,35
96,12;42,53;9,32;68,35;1,18;9,68;4,04;5,41;4,99;2,56;3,73
28,89;41,23;7,15;52,81;2,94;6,49;4,21;7,13;5,8;6,08;4,91
24,43;35,47;3,51;45,33;4,89;7,03;4,45;5,83;9,1;7,49;5,59
49,17;44,61;11,29;58,72;2,23;5,91;4,34;5,99;2,74;6,25;4,11
80,71;42,89;9,12;56,3;3,78;4,82;4,37;5,6;7,13;6,13;4,85
95,34;37,61;7,95;38,5;2,83;3,18;4,21;6,48;4,87;7,86;4,89
29,79;35,81;7,7;36,33;5,91;8,24;4,04;5,92;4,53;9,52;5,11
63,09;35,73;6,28;26,28;3,25;5,15;4,1;4,87;8,61;5,96;4,95
64,17;39,46;12,16;41,87;4,15;5,93;4,41;4,53;5,96;9,75;5,14
50,31;40,29;9,51;53,26;2,77;7,96;4,46;6,74;1,33;1,85;3,11
86,6;36,16;5,79;56,82;2,73;7,98;4,25;6,89;6,78;4,14;4,71
78,36;39,26;11,39;62,88;3,62;8,25;4,21;6,3;4,58;3,44;4,01
55,35;39,99;8,91;43,03;2,43;7,32;4,26;4,68;1,71;3,33;3,08
37,11;35,2;9,36;47,51;5,31;5,39;4,41;5,25;8,22;2,32;4,24
33,42;43,92;10,38;47,34;-0,01;8,29;4,23;5,41;3,14;6,61;4,18
89,79;39,74;7,22;66,89;2,06;3,3;4,34;6,23;3,89;6,99;4,48
66,94;35,75;4,47;51,31;1,49;9,06;4,33;7,02;8,9;4,44;5,25
55,02;42,01;5,96;52,98;2,6;5,63;4,37;6,3;1,57;6,14;3,9
20,04;38,52;9,69;54,57;3,43;9,82;4,37;7,09;4,97;9,24;5,44
37,54;44,82;11,21;61,43;1,71;4,45;4,3;6,34;8,59;2,35;4,54
90,59;37,31;11,13;45,47;2,02;5,94;4,12;5,4;5,61;9,19;5,12
96,03;36,98;10,97;45,54;3,01;4,44;4,36;5,07;9,55;5,15;5,03
71,07;42,46;7,65;48,07;1,74;3,99;4,15;4,91;5,93;6,31;4,48
98,48;36,89;7,28;51,82;3,13;6,84;4,23;5,57;5,73;6,44;4,67
26,2;42,46;7,69;48,51;2,11;6,29;4,33;7,24;6,96;3,73;4,71
47,26;37,79;6,62;30,99;3,75;5,76;4,33;6,32;1,17;3,8;3,37
31,51;35,05;9,45;55,76;3,05;6,14;4,25;4,62;7,94;8,36;5,3
57,01;42,93;9,55;50,43;1,85;7,79;4,05;6,94;3,57;7,34;4,68
78,97;43,47;8,38;65,06;2,04;10,0;4,44;7,01;7,63;6,48;5,4
48,72;42,35;4,87;51,6;5,76;6,55;4,27;7,16;1,57;2,05;3,28
34,93;44,07;9,08;51,39;2,57;6,62;4,4;5,67;5,71;8,89;5,17
36,44;42,12;1,49;63,52;4,58;9,46;4,15;4,36;7,7;9,86;5,54
77,15;37,56;8,82;72,65;3,64;5,15;4,41;5,9;1,69;8,52;4,3
56,31;44,79;7,62;67,73;1,93;9,08;4,34;6,45;3,77;9,96;5,21
50,47;39,65;11,21;51,57;3,34;8,31;4,18;6,52;2,69;4,55;3,89
77,21;44,25;8,0;58,05;3,01;6,03;4,05;5,93;1,6;5,35;3,65
81,0;36,68;8,88;44,21;1,5;6,15;4,47;6,31;6,44;6,83;5,01
41,67;36,1;10,88;50,81;4,9;6,95;4,23;5,79;6,7;7,05;5,03
70,93;42,53;5,82;50,35;3,5;4,62;4,08;5,39;3,44;5,65;3,94
88,98;40,05;10,32;66,88;3,22;4,04;4,06;6,28;1,41;2,79;3,13
50,52;41,51;9,85;46,05;4,54;6,64;4,21;5,1;7,2;2,06;3,99
96,49;38,13;9,27;63,08;3,96;9,74;4,12;5,79;6,05;9,51;5,43
42,48;39,26;9,8;46,4;3,16;7,34;4,11;6,37;2,38;4,28;3,71
55,48;41,66;7,46;53,56;2,37;8,85;4,04;7,04;6,37;1,97;4,2
23,3;35,41;8,41;50,39;4,74;7,24;4,35;5,99;7,69;1,89;4,25
59,42;41,42;7,67;38,13;3,1;5,15;4,12;5,61;6,21;6,66;4,76
99,25;42,95;9,69;59,21;4,22;6,24;4,24;5,05;5,47;8,86;4,99
92,92;41,58;2,2;73,55;3,6;5,36;4,47;5,21;7,64;7,55;5,15
20,64;43,95;6,08;54,5;4,0;9,7;4,14;7,09;4,5;8,53;5,19
61,39;42,43;8,17;44,82;3,88;6,44;4,38;5,84;5,99;9,49;5,38
26,05;35,8;5,34;60,63;3,07;3,36;4,25;7,2;9,25;9,21;6,19
90,17;38,38;8,22;35,72;4,26;6,0;4,24;6,79;4,63;1,21;3,63
37,59;40,61;9,54;43,93;2,57;3,41;4,35;5,94;1,33;6,53;3,82
86,87;37,9;7,94;60,75;3,46;6,11;4,01;6,93;4,72;8,34;5,06
30,23;37,4;7,83;55,54;5,93;5,56;4,32;6,62;6,53;3,87;4,51
63,69;41,27;7,58;25,01;2,49;4,81;4,3;5,37;9,66;5,95;5,29
57,42;41,1;6,29;54,16;2,71;7,84;4,49;5,54;8,19;4,36;4,74
53,97;44,65;6,78;53,65;2,55;5,14;4,33;6,79;5,86;3,42;4,31
51,33;38,73;7,2;65,1;2,97;3,93;4,39;4,46;1,37;4,86;3,2
37,99;36,67;11,2;55,88;1,67;9,74;4,2;6,92;9,73;7,34;5,97
32,76;38,15;10,86;35,77;2,94;7,13;4,47;5,75;4,67;4,1;4,01
75,7;37,52;8,26;42,8;1,9;8,67;4,41;6,19;8,11;4,96;5,0
23,39;35,17;6,79;47,73;2,37;3,13;4,2;6,81;8,91;6,67;5,52
65,63;41,96;5,88;26,9;4,49;8,88;4,1;6,62;7,81;2,14;4,45
51,37;43,22;9,06;61,08;2,25;6,1;4,03;7,22;7,44;3,08;4,62
32,36;44,09;5,9;34,03;3,43;4,1;4,43;5,32;8,33;8,1;5,41
76,96;44,37;5,7;49,33;1,7;4,32;4,46;4,88;3,11;7,02;4,06
87,95;40,17;9,6;41,36;3,46;3,72;4,27;4,41;1,36;3,89;3,0
34,41;37,47;3,91;38,93;1,96;8,06;4,39;5,29;2,11;2,73;3,17
38,77;38,39;6,21;41,84;4,0;7,63;4,01;6,1;5,28;8,15;5,0
33,11;43,26;8,35;58,76;2,9;5,56;4,33;5,64;2,08;4,57;3,56
93,66;35,21;8,9;55,34;3,68;6,5;4,3;5,89;3,48;4,23;3,85
66,97;42,98;6,67;54,92;2,31;9,9;4,12;7,42;4,74;2,08;4,01
68,12;35,39;7,55;41,58;3,29;6,04;4,32;5,7;4,06;7,36;4,54
54,36;35,65;9,83;47,78;1,89;7,0;4,28;5,12;4,23;7,53;4,51
39,62;37,43;3,39;45,61;4,0;4,81;4,37;4,88;8,64;6,77;5,14
67,49;36,93;9,88;46,18;3,42;7,25;4,34;6,67;7,7;9,6;5,93
21,65;42,92;6,56;54,43;2,76;5,49;4,38;5,53;2,62;5,03;3,73
91,94;39,72;6,88;71,29;1,63;8,65;4,33;5,91;8,2;9,17;5,82
58,46;39,65;9,23;54,95;1,71;6,19;4,34;6,48;3,05;6,75;4,37
89,66;44,16;6,19;59,3;3,04;7,53;4,02;4,51;9,18;7,61;5,35
37,12;38,75;5,38;71,11;2,86;5,97;4,5;5,26;3,38;1,6;3,13
20,27;35,12;6,7;62,3;5,58;4,99;4,13;6,69;6,51;2,11;4,13
35,99;38,76;10,03;58,61;1,51;9,4;4,14;4,94;2,79;9,71;4,64
93,79;35,33;8,1;39,42;3,7;7,56;4,24;5,05;8,58;7,41;5,35
91,02;39,96;6,58;66,97;3,28;8,13;4,03;6,49;1,67;1,47;3,03
38,99;38,31;4,08;73,78;2,42;4,42;4,17;5,24;9,35;3,08;4,6
41,61;35,49;10,62;55,15;2,76;4,54;4,33;7,22;5,91;2,88;4,29
88,47;39,88;7,38;45,63;3,6;3,35;4,14;5,98;1,31;4,02;3,3
70,37;42,57;8,8;28,3;4,07;8,13;4,29;4,97;6,06;4,23;4,21
93,82;43,81;10,78;55,28;4,25;6,11;4,28;6,15;8,86;2,11;4,54
71,36;36,7;7,56;32,17;5,34;3,33;4,35;6,1;2,36;9,61;4,67
97,83;39,89;5,25;42,08;3,67;7,48;4,47;5,11;7,27;4,81;4,55
91,16;39,31;10,27;41,95;2,79;7,64;4,12;6,26;3,44;4,06;3,87
75,63;41,6;6,77;36,82;3,41;8,83;4,47;4,93;7,8;5,62;4,81
75,66;42,05;6,25;34,05;2,84;7,91;4,15;5,01;2,57;6,94;4,03
55,76;37,47;10,09;51,67;1,28;6,46;4,04;6,62;8,19;9,59;5,96
96,48;41,76;7,02;66,53;5,2;7,46;4,24;6,99;6,85;2,27;4,36
41,25;36,03;9,22;37,15;2,47;3,96;4,32;7,67;9,28;3,07;5,08
60,14;42,86;12,13;48,52;3,55;8,35;4,01;4,89;7,04;3,69;4,23
24,38;42,49;7,07;46,82;2,5;4,77;4,39;5,26;4,89;4,5;4,01
59,98;42,64;6,48;55,76;2,37;5,55;4,32;5,39;5,11;4,9;4,19
55,1;39,82;7,58;36,92;2,83;4,98;4,37;2,83;5,54;4,92;3,74
71,6;37,29;7,98;34,39;3,28;4,07;4,01;6,06;1,97;1,62;2,95
62,91;36,81;7,93;40,74;3,78;3,73;4,27;6,4;7,27;5,32;4,87
80,3;40,21;7,61;47,45;3,0;3,41;4,46;5,6;1,84;5,89;3,7
48,74;36,52;8,67;51,38;4,18;9,35;4,09;6,27;2,89;6,8;4,34
39,45;41,77;8,75;63,85;2,59;5,04;4,35;5,87;3,41;7,02;4,35
71,1;35,81;7,06;55,17;1,75;4,43;4,43;6,98;5,23;2,22;3,95
69,78;43,71;7,82;58,29;2,49;6,87;4,48;5,67;2,8;2,11;3,22
98,28;35,72;5,39;45,06;4,02;3,49;4,05;7,58;5,66;8,76;5,42
71,45;41,88;8,55;44,34;1,39;6,02;4,5;7,08;5,86;7,3;5,13
75,09;44,83;11,74;51,01;4,59;5,16;4,17;6,19;8,4;5,29;5,05
37,01;36,86;6,66;37,77;2,12;8,34;4,08;6,03;7,64;5,61;4,98
39,17;42,52;11,33;51,11;3,31;8,94;4,38;7,36;1,14;1,2;3,1
39,24;37,09;11,13;65,25;3,62;6,96;4,48;3,96;1,43;1,63;2,51
84,28;39,34;8,02;55,64;3,0;8,02;4,44;6,42;9,43;2,1;4,72
65,84;43,26;7,55;58,83;1,81;5,69;4,32;6,71;6,94;6,77;5,19
62,99;44,87;10,61;68,6;3,79;9,84;4,27;5,01;2,41;6,23;3,92
44,15;37,38;5,38;56,37;3,9;9,75;4,05;4,16;9,11;3,76;4,55
54,79;41,62;7,5;44,64;2,76;6,53;4,31;6,63;4,56;4,34;4,23
94,71;40,12;6,15;51,33;4,49;7,25;4,17;5,86;1,57;2,12;3,03
51,98;39,34;7,98;53,7;2,98;7,54;4,18;4,64;7,81;4,63;4,54
56,67;43,07;5,21;39,95;1,72;4,72;4,09;7,89;6,79;7,85;5,56
96,85;43,68;7,53;46,12;3,19;6,77;4,41;6,92;4,25;8,18;4,98
93,68;43,85;7,36;34,09;3,83;6,3;4,4;5,3;2,74;1,63;3,04
76,24;39,77;8,93;36,59;2,35;8,96;4,05;7,08;1,39;9,3;4,68
76,28;35,22;8,81;30,91;1,92;3,14;4,37;6,58;6,93;8,36;5,42
40,45;37,7;9,32;58,81;3,71;5,59;4,01;5,0;2,09;3,0;3,07
43,38;44,93;5,47;33,61;3,73;9,99;4,07;4,61;6,69;5,14;4,44
60,65;35,24;9,54;65,8;3,39;8,57;4,42;5,55;6,28;4,99;4,51
41,25;36,13;10,75;47,48;3,63;9,96;4,18;5,69;3,5;1,78;3,37
98,41;37,13;8,32;58,76;2,63;3,85;4,32;4,54;7,74;2,29;3,99
71,6;44,01;7,09;40,17;4,03;9,07;4,13;5,65;4,66;9,05;5,02
86,44;38,75;7,5;43,33;3,41;5,52;4,37;5,92;2,07;7,28;4,15
41,49;40,48;7,43;54,59;2,7;5,72;4,14;6,05;2,07;1,02;2,91
